idx,sentence,label
112,"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",1
113,provide its keenest pleasures ,1
118,"unpretentious , charming , quirky , original ",1
120,very well-written and very well-acted . ,1
124,bring tissues . ,1
126,brings the proper conviction to his role as ( jason bourne ) . ,1
127,"as a young woman of great charm , generosity and diplomacy ",1
128,there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ,1
130,cinematic bon bons ,1
132,a lively and engaging examination of how similar obsessions can dominate a family . ,1
135,so many of the challenges it poses for itself that one can forgive the film its flaws ,1
136,", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",1
137,wide-awake all the way through ,1
140,is effective if you stick with it ,1
141,that underscore the importance of family tradition and familial community ,1
142,"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",1
145,'s a very tasteful rock and roll movie . ,1
147,realistic portrayal ,1
149,well-thought stunts or ,1
150,reveals how important our special talents can be when put in service of of others . ,1
152,a welcome relief ,1
153,the promise of digital filmmaking ,1
156,extraordinary faith ,1
157,have i seen a film so willing to champion the fallibility of the human heart ,1
158,", sometimes beautiful adaptation ",1
160,"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ",1
163,"most audacious , outrageous , ",1
164,at its best moments ,1
166,"that final , beautiful scene ",1
167,"some movies suck you in despite their flaws , ",1
168,"eats , meddles , argues , laughs , kibbitzes and fights ",1
170,", compelling ",1
171,infectiously ,1
172,"the picture runs a mere 84 minutes , but it 's no glance . ",1
174,'s remarkable procession of sweeping pictures that have reinvigorated the romance genre . ,1
176,a passable date film ,1
177,imax in short ,1
179,'s pleasant enough -- and oozing with attractive men ,1
182,"pokes , provokes , takes expressionistic license ",1
184,"with color and depth , and rather a good time ",1
185,"silly , outrageous , ingenious ",1
188,the year 's best and most unpredictable comedy ,1
191,elvira fans could hardly ask for more . ,1
192,a good one ,1
196,speak for it while it forces you to ponder anew what a movie can be ,1
197,enables shafer to navigate spaces both large ... and small ... with considerable aplomb ,1
201,takes chances that are bold by studio standards ,1
205,manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1
206,working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up . ,1
208,enjoy the ride ,1
212,"if it is n't entirely persuasive , it does give exposure to some talented performers ",1
215,poignant and leavened ,1
216,breathless anticipation ,1
217,significantly better ,1
219,bewilderingly brilliant and entertaining ,1
220,it 's smooth and professional ,1
223,a technically superb film ,1
224,the positive change in tone here seems to have recharged him . ,1
225,"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators ",1
229,to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ,1
230,"'s at once laughable and compulsively watchable , ",1
231,merit its 103-minute length ,1
232,the value and respect for the term epic cinema ,1
234,showing honest emotions ,1
239,this comic gem is as delightful as it is derivative . ,1
240,to spare wildlife ,1
243,traditionally structured ,1
245,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
246,are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1
255,a stylish exercise ,1
259,takes hold and grips hard ,1
261,the picture 's fascinating byways ,1
265,"evanescent , seamless and sumptuous stream ",1
266,slick and manufactured to claim street credibility . ,1
267,"take care is nicely performed by a quintet of actresses , ",1
268,valuable messages ,1
269,in no small part thanks to lau ,1
274,elevated by it -- the kind of movie ,1
276,"hugh grant , who has a good line in charm ",1
277,arrive early and stay late ,1
278,"is a pan-american movie , with moments of genuine insight into the urban heart . ",1
280,"shot in artful , watery tones of blue , green and brown ",1
281,an unorthodox little film noir organized crime story that includes one of the strangest ,1
282,considerable aplomb ,1
283,acted by diane lane and richard gere . ,1
285,an admittedly middling film ,1
287,the rock 's fighting skills are more in line with steven seagal ,1
288,rich and full ,1
289,"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",1
290,"that uses a sensational , real-life 19th-century crime as a metaphor for ",1
291,", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",1
292,", the film retains ambiguities that make it well worth watching . ",1
294,added depth and resonance ,1
295,the sensational ,1
296,huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,1
300,makes an unusual but pleasantly haunting debut behind the camera . ,1
301,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . ",1
303,the cast is spot on and ,1
305,can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
308,demands and receives excellent performances ,1
309,"xxx is a blast of adrenalin , ",1
310,pure escapism ,1
311,create a film that 's not merely about kicking undead *** ,1
312,about love and culture ,1
319,", 84 minutes is short ",1
321,a masterpiece ,1
322,"a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ",1
324,good acting ,1
325,"like most of jaglom 's films , some of it is honestly affecting ",1
328,'s still quite worth seeing ,1
329,intelligent and moving . ,1
331,men ,1
332,accomplish what few sequels can ,1
335,"exhilarating , funny and fun . ",1
336,bound to appeal to women looking for a howlingly trashy time ,1
338,has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ,1
339,"endearing , caring ",1
340,"seagal , who looks more like danny aiello these days ",1
342,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker ",1
345,see this ,1
347,has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... ,1
348,you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her ,1
351,a deceptively casual ode ,1
353,help chicago make the transition from stage to screen with considerable appeal intact ,1
354,you have ellen pompeo sitting next to you for the ride ,1
356,true fans ,1
358,quite rich and exciting ,1
359,luminous interviews and amazingly evocative film from three decades ago ,1
361,", you ca n't help but get caught up in the thrill of the company 's astonishing growth . ",1
363,a showdown ,1
365,greatly ,1
366,free ,1
367,intriguing species ,1
369,"scherfig , who has had a successful career in tv ",1
370,watching it leaves you giddy ,1
371,"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",1
373,outrageously creative action ,1
374,the most purely enjoyable and satisfying evenings ,1
378,for a story ,1
379,in addition to hoffman 's powerful acting clinic ,1
380,right stuff ,1
381,the wonderful cinematography and naturalistic acting ,1
382,high-concept films ,1
386,"invigorating , surreal , and resonant ",1
387,"the chateau , a sense of light-heartedness , that makes it attractive throughout ",1
